election_year,state_name,constituency_name,constituency_type,party_name,short_form,candidate_name,EVM_votes,postal_votes,total_votes,rank,notes
2024,Punjab,Khadoor Sahib,General,Independent,Ind,ANOKH SINGH KATWAL,2766,3,2769,12,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,GURPREET SINGH,2609,-,2609,13,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,AJIT SINGH,2528,7,2535,14,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,ARUN KUMAR,2522,3,2525,15,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,SURJIT SINGH BHIKHIWIND,2367,4,2371,16,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,KAWALJIT SINGH,2290,4,2294,17,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,HARJINDER SINGH,1969,1,1970,18,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,KANWALJIT SINGH,1895,6,1901,19,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,PARMINDER SINGH,1802,1,1803,20,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,JASWANT SINGH SOHAL,1637,2,1639,21,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,LAKHBIR SINGH,1420,1,1421,22,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,VIKRAMJIT SINGH,1417,3,1420,23,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,VIJAY KUMAR,1388,-,1388,24,
2024,Punjab,Khadoor Sahib,General,All India Mazdoor Party (Rangreta),Other-558,DILBAGH SINGH,1363,11,1374,25,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,SIMRANJEET SINGH,1338,3,1341,26,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,MAHINDER SINGH HAMIRA,1044,2,1046,27,
2024,Punjab,Khadoor Sahib,General,Sanjhi Virasat Party,Other-530,NAVEEN KUMAR SHARMA,823,1,824,28,
2024,Punjab,Khadoor Sahib,General,None of the Above,NOTA,NOTA,3420,32,3452,11,
2024,Punjab,Jalandhar,Scheduled Caste,Indian National Congress,INC,CHARANJIT SINGH CHANNI,389509,544,390053,1,
2024,Punjab,Jalandhar,Scheduled Caste,Bharatiya Janata Party,BJP,SUSHIL KUMAR RINKU,213702,358,214060,2,
2024,Punjab,Jalandhar,Scheduled Caste,Aam Aadmi Party,AAP,PAWAN KUMAR TINU,208549,340,208889,3,
2024,Punjab,Jalandhar,Scheduled Caste,Shiromani Akali Dal,Other-8,MOHINDER SINGH KAYPEE,67811,100,67911,4,
2024,Punjab,Jalandhar,Scheduled Caste,Bahujan Samaj Party,BSP,ADVOCATE BALWINDER KUMAR,64856,85,64941,5,
2024,Punjab,Jalandhar,Scheduled Caste,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,SARABJIT SINGH KHALSA,19252,32,19284,6,
2024,Punjab,Jalandhar,Scheduled Caste,Communist Party of India (Marxist),CPI-M,MASTER PARSHOTAM LAL BILGA,5948,10,5958,7,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,IQBAL CHAND MATTU,1956,-,1956,9,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,NEETU SHATTRA WALA,1878,1,1879,10,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,AMRISH BHAGAT,1183,1,1184,11,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,GURDEEP SINGH BITTU,1112,1,1113,12,
2024,Punjab,Jalandhar,Scheduled Caste,Peoples Party of India (Democratic),Other-51,RAJ KUMAR SAQI,1087,1,1088,13,
2024,Punjab,Jalandhar,Scheduled Caste,Republican Party of India (Athawale),Other-60,SONIA,1054,1,1055,14,
2024,Punjab,Jalandhar,Scheduled Caste,Apna Samaj Party,Other-470,RAJWANT KAUR KHALSA,948,4,952,15,
2024,Punjab,Jalandhar,Scheduled Caste,Democratic Bharatiya Samaj Party,Other-229,BHAGAT GULSHAN AZAAD,929,1,930,16,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,RAMESH LAL KALA,875,1,876,17,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,ASHOK KUMAR JAKHU,742,1,743,18,
2024,Punjab,Jalandhar,Scheduled Caste,Global Republican Party,Other-248,BAL MUKAND BAWRA,587,4,591,19,
2024,Punjab,Jalandhar,Scheduled Caste,Independent,Ind,PARAMJIT KAUR TEJI,500,-,500,20,
2024,Punjab,Jalandhar,Scheduled Caste,Loktantrik Lok Rajyam Party,Other-349,TARACHAND SHEELA,400,1,401,21,
2024,Punjab,Jalandhar,Scheduled Caste,None of the Above,NOTA,NOTA,4724,19,4743,8,
2024,Punjab,Hoshiarpur,Scheduled Caste,Aam Aadmi Party,AAP,DR. RAJ KUMAR CHABBEWAL,302402,1457,303859,1,
2024,Punjab,Hoshiarpur,Scheduled Caste,Indian National Congress,INC,YAMINI GOMAR,257936,1812,259748,2,
2024,Punjab,Hoshiarpur,Scheduled Caste,Bharatiya Janata Party,BJP,ANITA SOM PARKASH,198576,1418,199994,3,
2024,Punjab,Hoshiarpur,Scheduled Caste,Shiromani Akali Dal,Other-8,SOHAN SINGH THANDAL,91503,286,91789,4,
2024,Punjab,Hoshiarpur,Scheduled Caste,Bahujan Samaj Party,BSP,RANJIT KUMAR,47975,239,48214,5,
2024,Punjab,Hoshiarpur,Scheduled Caste,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,JASWANT SINGH,20680,243,20923,6,
2024,Punjab,Hoshiarpur,Scheduled Caste,Bahujan Dravida Party,Other-123,JEEVAN SINGH TAMIL,4607,14,4621,8,
2024,Punjab,Hoshiarpur,Scheduled Caste,Independent,Ind,ROHIT KUMAR TINKU,2417,2,2419,9,
2024,Punjab,Hoshiarpur,Scheduled Caste,Democratic Bharatiya Samaj Party,Other-229,RAJESH,2330,6,2336,10,
2024,Punjab,Hoshiarpur,Scheduled Caste,Independent,Ind,SONU SINGH PHAGWARA,1871,13,1884,11,
2024,Punjab,Hoshiarpur,Scheduled Caste,Independent,Ind,DAVINDER SINGH,1584,33,1617,12,
2024,Punjab,Hoshiarpur,Scheduled Caste,Nationalist Justice Party,Other-233,HARDEEP SINGH,1403,22,1425,13,
2024,Punjab,Hoshiarpur,Scheduled Caste,Bahujan Mukti Party,Other-75,RAJPAL NADALI,1138,2,1140,14,
2024,Punjab,Hoshiarpur,Scheduled Caste,Global Republican Party,Other-248,BHIMRAO YASHWANT AMBEDKAR,1034,7,1041,15,
2024,Punjab,Hoshiarpur,Scheduled Caste,Independent,Ind,SATPAL,978,15,993,16,
2024,Punjab,Hoshiarpur,Scheduled Caste,Samaj Bhalai Morcha,Other-624,DAVINDER KUMAR SAROYA,923,7,930,17,
2024,Punjab,Hoshiarpur,Scheduled Caste,None of the Above,NOTA,NOTA,5453,99,5552,7,
2024,Punjab,Anandpur Sahib,General,Aam Aadmi Party,AAP,MALVINDER SINGH KANG,312241,976,313217,1,
2024,Punjab,Anandpur Sahib,General,Indian National Congress,INC,VIJAY INDER SINGLA,301414,957,302371,2,
2024,Punjab,Anandpur Sahib,General,Bharatiya Janata Party,BJP,DR SUBHASH SHARMA,185836,742,186578,3,
2024,Punjab,Anandpur Sahib,General,Shiromani Akali Dal,Other-8,PREM SINGH CHANDUMAJRA,117651,285,117936,4,
2024,Punjab,Anandpur Sahib,General,Bahujan Samaj Party,BSP,JASVIR SINGH GARHI,89953,204,90157,5,
2024,Punjab,Anandpur Sahib,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,KUSHAL PAL SINGH MANN,24725,106,24831,6,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,GAJJAN SINGH,6164,7,6171,8,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,SIMPLE KUMAR,2962,-,2962,9,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,SATPAL,2294,3,2297,10,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,GURMIT SINGH,2179,3,2182,11,
2024,Punjab,Anandpur Sahib,General,Akhil Bhartiya Parivar Party,Other-66,DHARMINDER SINGH HARMAN,2037,6,2043,12,
2024,Punjab,Anandpur Sahib,General,Bhartiya Jan Samman Party,Other-281,SUNIL KUMAR,1968,9,1977,13,
2024,Punjab,Anandpur Sahib,General,Bharatheeya Jawan Kisan Party,Other-71,ER DALJEET SINGH SAINI,1710,5,1715,14,
2024,Punjab,Anandpur Sahib,General,Democratic Bharatiya Samaj Party,Other-229,KULWINDER SINGH,1651,1,1652,15,
2024,Punjab,Anandpur Sahib,General,Bhartiya Rashtriya Dal,Other-176,SUNAINA,1621,19,1640,16,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,ADV KULWINDER SINGH,1596,4,1600,17,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,MEGH RAJ,1429,1,1430,18,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,HARWINDER KARWAL,1309,2,1311,19,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,DAVINDER SINGH,1164,11,1175,20,
2024,Punjab,Anandpur Sahib,General,Punjab National Party,Other-320,DARSHAN SINGH,1164,8,1172,21,
2024,Punjab,Anandpur Sahib,General,Ekam Sanatan Bharat Dal,Other-83,HANISH SHARMA,1072,4,1076,22,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,DEEPAK SHARMA,1012,-,1012,23,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,PARMINDER SINGH,930,-,930,24,
2024,Punjab,Anandpur Sahib,General,Revolutionary Socialist Party,Other-27,YOG RAJ SAHOTA,925,-,925,25,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,RAMJAAN KHAN,672,-,672,26,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,ROHTASH,617,2,619,27,
2024,Punjab,Anandpur Sahib,General,Independent,Ind,MANDAR SINGH,555,-,555,28,
2024,Punjab,Anandpur Sahib,General,Hindustan Shakti Sena,Other-291,KIRAN JAIN,507,8,515,29,
2024,Punjab,Anandpur Sahib,General,None of the Above,NOTA,NOTA,6351,51,6402,7,
2024,Punjab,Ludhiana,General,Indian National Congress,INC,AMRINDER SINGH RAJA WARRING,321424,800,322224,1,
2024,Punjab,Ludhiana,General,Bharatiya Janata Party,BJP,RAVNEET SINGH BITTU,300927,355,301282,2,
2024,Punjab,Ludhiana,General,Aam Aadmi Party,AAP,ASHOK PRASHAR PAPPI,236620,457,237077,3,
2024,Punjab,Ludhiana,General,Shiromani Akali Dal,Other-8,RANJIT SINGH DHILLON,90073,147,90220,4,
2024,Punjab,Ludhiana,General,Independent,Ind,KAMALJIT SINGH BRAR,42462,38,42500,5,
2024,Punjab,Ludhiana,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,AMRITPAL SINGH CHHANDRAN,18199,42,18241,6,
2024,Punjab,Ludhiana,General,Bahujan Samaj Party,BSP,DAVINDER SINGH RAMGARHIA,10365,29,10394,7,
2024,Punjab,Ludhiana,General,Independent,Ind,NARESH DHINGAAN,2524,6,2530,9,
2024,Punjab,Ludhiana,General,Sunahara Bharat Party,Other-468,RAKESH KUMAR (RICKY),2091,-,2091,10,
2024,Punjab,Ludhiana,General,Independent,Ind,ER. BALDEV RAJ KATNA (DEBI),2086,-,2086,11,
2024,Punjab,Ludhiana,General,Bahujan Dravida Party,Other-123,PRITPAL SINGH,1821,3,1824,12,
2024,Punjab,Ludhiana,General,Independent,Ind,DR. PALWINDER KAUR,1766,2,1768,13,
2024,Punjab,Ludhiana,General,Independent,Ind,SANJEEV KUMAR (SANJU),1567,-,1567,14,
2024,Punjab,Ludhiana,General,Jan Sewa Driver Party,Other-214,RAJIV KUMAR MEHRA,1516,2,1518,15,
2024,Punjab,Ludhiana,General,Bharatheeya Jawan Kisan Party,Other-71,BHUPINDER SINGH,1287,-,1287,16,
2024,Punjab,Ludhiana,General,Independent,Ind,BALJIT SINGH,1137,1,1138,17,
2024,Punjab,Ludhiana,General,Independent,Ind,VIPAN KUMAR BATRA,1041,-,1041,18,
2024,Punjab,Ludhiana,General,Sehajdhari Sikh Party,Other-607,AMANDEEP SINGH,981,6,987,19,
2024,Punjab,Ludhiana,General,Independent,Ind,PARAMJIT SINGH,927,-,927,20,
2024,Punjab,Ludhiana,General,Independent,Ind,BALVINDER SINGH BITTA,918,-,918,21,
2024,Punjab,Ludhiana,General,Independent,Ind,SIMRANDEEP SINGH,911,1,912,22,
2024,Punjab,Ludhiana,General,Hindustan Shakti Sena,Other-291,DEVINDER BHAGRIA,859,1,860,23,
2024,Punjab,Ludhiana,General,Independent,Ind,KANIYA LAL (DR. KISHAN KUMAR),820,-,820,24,
2024,Punjab,Ludhiana,General,Independent,Ind,SUDHIR KUMAR TRIPATHI,770,-,770,25,
2024,Punjab,Ludhiana,General,Independent,Ind,GURDEEP SINGH KAHLON,738,-,738,26,
2024,Punjab,Ludhiana,General,Aam Lok Party United,Other-664,DR. DEVINDER SINGH GILL,693,2,695,27,
2024,Punjab,Ludhiana,General,Independent,Ind,KIRPAL SINGH KAPURI,621,-,621,28,
2024,Punjab,Ludhiana,General,Bharatiya Inqalab Party,Other-678,SANTOSH KUMAR,610,-,610,29,
2024,Punjab,Ludhiana,General,Independent,Ind,KAMAL PAWAR,592,-,592,30,
2024,Punjab,Ludhiana,General,Independent,Ind,RAVINDER PAL SINGH BABA JI BARGAR WALE,546,2,548,31,
2024,Punjab,Ludhiana,General,Independent,Ind,GURMEET SINGH KHARAY,516,1,517,32,
2024,Punjab,Ludhiana,General,Independent,Ind,RUPINDER KUMAR,467,-,467,33,
2024,Punjab,Ludhiana,General,Independent,Ind,CHANDI,456,-,456,34,
2024,Punjab,Ludhiana,General,Independent,Ind,BALDEV SINGH SUMAN,450,-,450,35,
2024,Punjab,Ludhiana,General,Independent,Ind,JAI - PARKASH JAIN (TITU BANIYA),419,-,419,36,
2024,Punjab,Ludhiana,General,Global Republican Party,Other-248,SHIVAM YADAV,414,1,415,38,
2024,Punjab,Ludhiana,General,Samajik Sangharsh Party,Other-707,HARVINDER KAUR,413,6,419,36,
2024,Punjab,Ludhiana,General,Independent,Ind,BHOLA SINGH,411,-,411,39,
2024,Punjab,Ludhiana,General,Nationalist Justice Party,Other-233,DARSHAN SINGH DABA,390,-,390,40,
2024,Punjab,Ludhiana,General,Independent,Ind,KULDEEP KUMAR SHARMA,383,-,383,41,
2024,Punjab,Ludhiana,General,Independent,Ind,VISHAL KUMAR ARORA,344,-,344,42,
2024,Punjab,Ludhiana,General,Independent,Ind,KARNAIL SINGH,340,-,340,43,
2024,Punjab,Ludhiana,General,Independent,Ind,RAJINDER GHAI,284,-,284,44,
2024,Punjab,Ludhiana,General,None of the Above,NOTA,NOTA,5040,36,5076,8,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Indian National Congress,INC,AMAR SINGH,331324,1267,332591,1,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Aam Aadmi Party,AAP,GURPREET SINGH GP,297439,950,298389,2,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Bharatiya Janata Party,BJP,GEJJA RAM,127139,382,127521,3,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Shiromani Akali Dal,Other-8,BIKRAMJIT SINGH KHALSA,126461,269,126730,4,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,RAJ JATINDER SINGH,43543,101,43644,5,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Bahujan Samaj Party,BSP,KULWANT SINGH,20786,106,20892,6,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,PREM SINGH MOHANPUR,3784,8,3792,8,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Aazad Samaj Party (Kanshi Ram),Other-23,BAHAL SINGH,3097,7,3104,9,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,PARAMJIT SINGH,2159,8,2167,10,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,RULDA SINGH,1971,6,1977,11,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,PARKASH PETER,1463,2,1465,12,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,HARJINDER SINGH,1158,8,1166,13,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,KAMALJEET KAUR,888,11,899,14,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,Independent,Ind,HARGOBIND SINGH,722,9,731,15,
2024,Punjab,Fatehgarh Sahib,Scheduled Caste,None of the Above,NOTA,NOTA,9097,91,9188,7,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,SARABJEET SINGH KHALSA,296922,1140,298062,1,
2024,Punjab,Faridkot,Scheduled Caste,Aam Aadmi Party,AAP,KARAMJIT SINGH ANMOL,226676,1333,228009,2,
2024,Punjab,Faridkot,Scheduled Caste,Indian National Congress,INC,AMARJIT KAUR SAHOKE,159352,1005,160357,3,
2024,Punjab,Faridkot,Scheduled Caste,Shiromani Akali Dal,Other-8,RAJWINDER SINGH DHARAMKOT,137776,475,138251,4,
2024,Punjab,Faridkot,Scheduled Caste,Bharatiya Janata Party,BJP,HANS RAJ HANS,123007,526,123533,5,
2024,Tamil Nadu,Erode,General,Ganasangam Party of India,Other-244,K MAATHAN,609,9,618,19,
2024,Punjab,Faridkot,Scheduled Caste,Bahujan Samaj Party,BSP,GURBAKSH SINGH CHAUHAN,8129,81,8210,7,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,AVTAR SINGH SAHOTA,4155,5,4160,8,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,KIKKAR SINGH DHALIWAL,3514,3,3517,10,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,KARAM SINGH MALUKA,2859,3,2862,11,
2024,Punjab,Faridkot,Scheduled Caste,Nationalist Justice Party,Other-233,RUPINDER SINGH KOHARWALA,2672,5,2677,12,
2024,Punjab,Faridkot,Scheduled Caste,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,BALDEV SINGH GAGRA,2367,28,2395,13,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,NIRMAL SINGH RAJEANA,2287,2,2289,14,
2024,Punjab,Faridkot,Scheduled Caste,Bhartiya Rashtriya Dal,Other-176,BADAL SINGH BHALOOR,2027,1,2028,15,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,RAJ KUMAR CHAUHAN,1958,3,1961,16,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,OM PARKASH BANKA,1947,3,1950,17,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,CAPTAIN BAHADUR SINGH,1632,8,1640,18,
2024,Punjab,Faridkot,Scheduled Caste,Jan Sewa Driver Party,Other-214,MEJOR SINGH BHATTI,1605,7,1612,19,
2024,Punjab,Faridkot,Scheduled Caste,Rashtriya Republican Party,Other-323,SUKHBIR SINGH BABBAL BHATTI,1526,4,1530,20,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,GURMEET SINGH,1419,1,1420,21,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,AMRIK SINGH,1411,3,1414,22,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,MANPREET SHANT,1376,1,1377,23,
2024,Punjab,Faridkot,Scheduled Caste,Democratic Bharatiya Samaj Party,Other-229,PREM LAL,1165,-,1165,24,
2024,Punjab,Faridkot,Scheduled Caste,Apna Samaj Party,Other-470,PARGAT SINGH RAJEANA,1128,3,1131,25,
2024,Punjab,Faridkot,Scheduled Caste,Independent,Ind,JASWANT RAI RAJORA,1042,5,1047,26,
2024,Tamil Nadu,Nilgiris,Scheduled Caste,Ganasangam Party of India,Other-244,BADRAN M,2406,19,2425,8,
2024,Punjab,Faridkot,Scheduled Caste,Bahujan Mukti Party,Other-75,PRITAM SINGH,927,12,939,28,
2024,Punjab,Faridkot,Scheduled Caste,Sanjhi Virasat Party,Other-530,KULWANT KAUR,785,1,786,29,
2024,Punjab,Faridkot,Scheduled Caste,None of the Above,NOTA,NOTA,4077,66,4143,9,
2024,Punjab,Firozpur,General,Indian National Congress,INC,SHER SINGH GHUBAYA,264712,1914,266626,1,
2024,Punjab,Firozpur,General,Aam Aadmi Party,AAP,JAGDEEP SINGH KAKA BRAR,261273,2111,263384,2,
2024,Punjab,Firozpur,General,Bharatiya Janata Party,BJP,GURMIT SINGH SODHI,253841,1256,255097,3,
2024,Punjab,Firozpur,General,Shiromani Akali Dal,Other-8,NARDEV SINGH BOBBY MANN,252327,1318,253645,4,
2024,Punjab,Firozpur,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,GURCHARAN SINGH BHULLAR,15836,105,15941,5,
2024,Punjab,Firozpur,General,Independent,Ind,FOJI ANGREJ SINGH WARWAL,9435,43,9478,6,
2024,Punjab,Firozpur,General,Bahujan Samaj Party,BSP,SURINDER KAMBOJ,8347,86,8433,7,
2024,Punjab,Firozpur,General,Independent,Ind,JASKARAN SINGH KAHAN SINGH WALA,6480,55,6535,8,
2024,Punjab,Firozpur,General,Independent,Ind,SUKHDEV SINGH,4597,2,4599,10,
2024,Punjab,Firozpur,General,Independent,Ind,SAHIL MONGA,3705,19,3724,11,
2024,Punjab,Firozpur,General,Independent,Ind,PRITAM SINGH,3030,1,3031,12,
2024,Punjab,Firozpur,General,Independent,Ind,GURPREET SINGH,2894,3,2897,13,
2024,Punjab,Firozpur,General,Independent,Ind,ARWINDER SINGH,2556,14,2570,14,
2024,Punjab,Firozpur,General,Independent,Ind,DEEPAK KUMAR DEEP DASHANAND,2435,1,2436,15,
2024,Punjab,Firozpur,General,Independent,Ind,RAJ,2428,4,2432,16,
2024,Punjab,Firozpur,General,Punjab National Party,Other-320,PREM CHAND BOONGI,1944,3,1947,17,
2024,Punjab,Firozpur,General,Rashtriya Republican Party,Other-323,AJIT SINGH,1609,6,1615,18,
2024,Punjab,Firozpur,General,Independent,Ind,SURINDER KUMAR BANSAL,1537,3,1540,19,
2024,Punjab,Firozpur,General,Independent,Ind,HARPREET SINGH,1531,7,1538,20,
2024,Punjab,Firozpur,General,India Praja Bandhu Party,Other-144,KULDEEP SINGH,1484,6,1490,21,
2024,Punjab,Firozpur,General,Jan Sewa Driver Party,Other-214,BALWINDER SINGH CHOHAN,1366,1,1367,22,
2024,Punjab,Firozpur,General,Republican Party of India (Athawale),Other-60,BALWINDER SINGH,1364,-,1364,23,
2024,Punjab,Firozpur,General,Independent,Ind,GURCHARAN SINGH,1338,4,1342,24,
2024,Punjab,Firozpur,General,Independent,Ind,UMESH KUMAR,1319,1,1320,25,
2024,Punjab,Firozpur,General,Nationalist Justice Party,Other-233,BALWANT SINGH SAMMEWALI,1148,4,1152,26,
2024,Punjab,Firozpur,General,Independent,Ind,MOHAN SINGH,1075,3,1078,27,
2024,Punjab,Firozpur,General,Independent,Ind,JASKARAN SINGH SIDHU,970,1,971,28,
2024,Punjab,Firozpur,General,Independent,Ind,JASWANT SINGH KHATRI,820,1,821,29,
2024,Punjab,Firozpur,General,Independent,Ind,CHAMKAUR SINGH,638,4,642,30,
2024,Punjab,Firozpur,General,None of the Above,NOTA,NOTA,5895,205,6100,9,
2024,Punjab,Bathinda,General,Shiromani Akali Dal,Other-8,HARSIMRAT KAUR BADAL,375019,1539,376558,1,
2024,Punjab,Bathinda,General,Aam Aadmi Party,AAP,GURMEET SINGH KHUDIAN,325019,1883,326902,2,
2024,Punjab,Bathinda,General,Indian National Congress,INC,JEETMOHINDER SINGH SIDHU,200859,1152,202011,3,
2024,Punjab,Bathinda,General,Bharatiya Janata Party,BJP,PARAMPAL KAUR SIDHU,110255,507,110762,4,
2024,Punjab,Bathinda,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,LAKHVIR SINGH LAKHA SIDHANA,84222,462,84684,5,
2024,Punjab,Bathinda,General,Bahujan Samaj Party,BSP,NIKKA SINGH,12979,60,13039,6,
2024,Punjab,Bathinda,General,Independent,Ind,JAGJIWAN BALLI,5480,4,5484,7,
2024,Punjab,Bathinda,General,Independent,Ind,PARWINDER SINGH,4494,3,4497,9,
2024,Punjab,Bathinda,General,Independent,Ind,PALA RAM,3428,7,3435,10,
2024,Punjab,Bathinda,General,Independent,Ind,BHAGWANT SINGH SAMAON,3372,16,3388,11,
2024,Punjab,Bathinda,General,Independent,Ind,GURMEET SINGH,3072,10,3082,13,
2024,Punjab,Bathinda,General,Aazad Samaj Party (Kanshi Ram),Other-23,JASVIR SINGH BATHINDA,3039,106,3145,12,
2024,Punjab,Bathinda,General,Jan Sewa Driver Party,Other-214,GURPREET SINGH URF PREET GHAINT,2619,9,2628,14,
2024,Punjab,Bathinda,General,Independent,Ind,GURBARN SINGH,1618,9,1627,15,
2024,Punjab,Bathinda,General,Bharatheeya Jawan Kisan Party,Other-71,NAIB SINGH,1593,8,1601,16,
2024,Punjab,Bathinda,General,Independent,Ind,KULWANT SINGH,1172,10,1182,17,
2024,Punjab,Bathinda,General,Independent,Ind,AMANDEEP SINGH,1146,2,1148,18,
2024,Punjab,Bathinda,General,Nationalist Justice Party,Other-233,POONAM RANI,1060,4,1064,19,
2024,Punjab,Bathinda,General,None of the Above,NOTA,NOTA,4818,115,4933,8,
2024,Punjab,Sangrur,General,Aam Aadmi Party,AAP,GURMEET SINGH MEET HAYER,362791,1294,364085,1,
2024,Punjab,Sangrur,General,Indian National Congress,INC,SUKHPAL SINGH KHAIRA,190209,1316,191525,2,
2024,Punjab,Sangrur,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,SIMRANJIT SINGH MANN,186543,703,187246,3,
2024,Punjab,Sangrur,General,Bharatiya Janata Party,BJP,ARVIND KHANNA,127781,472,128253,4,
2024,Punjab,Sangrur,General,Shiromani Akali Dal,Other-8,IQBAL SINGH JHUNDAN,62265,223,62488,5,
2024,Punjab,Sangrur,General,Bahujan Samaj Party,BSP,MAKHAN SINGH,37604,127,37731,6,
2024,Punjab,Sangrur,General,Apni Ekta Party,Other-309,PARDEEP KUMAR,5131,8,5139,7,
2024,Punjab,Sangrur,General,Aazad Samaj Party (Kanshi Ram),Other-23,HARBHAJAN SINGH,3417,14,3431,9,
2024,Punjab,Sangrur,General,Independent,Ind,SUKHWINDER SINGH,3225,-,3225,10,
2024,Punjab,Sangrur,General,Independent,Ind,BALWINDER SINGH SEKHON,2562,10,2572,11,
2024,Punjab,Sangrur,General,Independent,Ind,BALWINDER SINGH,2284,4,2288,12,
2024,Punjab,Sangrur,General,Independent,Ind,JASWANT SINGH,2222,2,2224,13,
2024,Punjab,Sangrur,General,Independent,Ind,PAPPU KUMAR,1826,1,1827,14,
2024,Punjab,Sangrur,General,Punjab National Party,Other-320,KRISHAN DEV,1803,12,1815,15,
2024,Punjab,Sangrur,General,Independent,Ind,AMANPREET SINGH,1686,7,1693,16,
2024,Punjab,Sangrur,General,Aam Janta Party (India),Other-156,RANGI KHAN,1578,3,1581,17,
