election_year,state_name,constituency_name,constituency_type,party_name,short_form,candidate_name,EVM_votes,postal_votes,total_votes,rank,notes
2024,Odisha,Bhadrak,Scheduled Caste,Biju Janata Dal,BJD,MANJULATA MANDAL,480105,1670,481775,2,
2024,Odisha,Bhadrak,Scheduled Caste,Indian National Congress,INC,ANANTA PRASAD SETHI,221020,854,221874,3,
2024,Odisha,Bhadrak,Scheduled Caste,Socialist Unity Centre Of India (COMMUNIST),Other-35,KIRTAN BIHARI MALIK,4879,1,4880,5,
2024,Odisha,Bhadrak,Scheduled Caste,Bahujan Samaj Party,BSP,ADV. ARJUN CHARAN MALLIK,3581,23,3604,6,
2024,Uttar Pradesh,Ghosi,General,Communist Party of India,Other-2,VINOD KUMAR RAI,6987,6,6993,6,
2024,Odisha,Bhadrak,Scheduled Caste,Independent,Ind,BASANTA KUMAR MAHALIK,1527,3,1530,8,
2024,Odisha,Bhadrak,Scheduled Caste,Independent,Ind,SARBESWAR BEHERA,1397,3,1400,9,
2024,Odisha,Bhadrak,Scheduled Caste,None of the Above,NOTA,NOTA,5457,21,5478,4,
2024,Odisha,Jajpur,Scheduled Caste,Biju Janata Dal,BJD,SARMISTHA SETHI,529428,3224,532652,2,
2024,Odisha,Jajpur,Scheduled Caste,Bharatiya Janata Party,BJP,RABINDRA NARAYAN BEHERA,528959,5280,534239,1,
2024,Odisha,Jajpur,Scheduled Caste,Indian National Congress,INC,ANCHAL DAS,52455,690,53145,3,
2024,Odisha,Jajpur,Scheduled Caste,Socialist Unity Centre Of India (COMMUNIST),Other-35,SUBASH CHANDRA MALLIK,17955,52,18007,4,
2024,Odisha,Jajpur,Scheduled Caste,Bahujan Samaj Party,BSP,ER. SANDHYA RANI MALLICK,3189,29,3218,6,
2024,Odisha,Jajpur,Scheduled Caste,Independent,Ind,BHAIRABA PRASAD BEHERA,2398,5,2403,7,
2024,Odisha,Jajpur,Scheduled Caste,Independent,Ind,SUMANTA MALIK,2295,6,2301,8,
2024,Uttar Pradesh,Robertsganj,Scheduled Caste,Communist Party of India,Other-2,ASHOK KUMAR KANNAUJIYA,23830,22,23852,4,
2024,Odisha,Jajpur,Scheduled Caste,Manas Lokshakti Dal,Other-127,JHUNA MALIK,2075,2,2077,10,
2024,Odisha,Jajpur,Scheduled Caste,Independent,Ind,ARTTATRANA MALIK,1234,18,1252,11,
2024,Odisha,Jajpur,Scheduled Caste,Independent,Ind,NARENDRA MALIKA,1119,-,1119,12,
2024,Odisha,Jajpur,Scheduled Caste,Janta Darbar Party,Other-612,MANTU SETHI,954,2,956,13,
2024,Odisha,Jajpur,Scheduled Caste,Gana Suraksha Party,Other-56,BINOD KUMAR JENA,876,3,879,14,
2024,Odisha,Jajpur,Scheduled Caste,None of the Above,NOTA,NOTA,6738,50,6788,5,
2024,Odisha,Dhenkanal,General,Bharatiya Janata Party,BJP,RUDRA NARAYAN PANY,593907,4814,598721,1,
2024,Odisha,Dhenkanal,General,Biju Janata Dal,BJD,ABINASH SAMAL,520144,2010,522154,2,
2024,Odisha,Dhenkanal,General,Indian National Congress,INC,SASHMITA BEHERA,34052,678,34730,3,
2024,Odisha,Dhenkanal,General,Bahujan Samaj Party,BSP,PRAFULLA KUMAR NAIK,4850,45,4895,5,
2024,Odisha,Dhenkanal,General,Independent,Ind,MAHESWAR SAHOO,4614,15,4629,6,
2024,Odisha,Dhenkanal,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,MANASI SWAIN,3376,8,3384,7,
2024,Odisha,Dhenkanal,General,Independent,Ind,PRIYABRATA GARNAIK,2904,5,2909,8,
2024,Odisha,Dhenkanal,General,Independent,Ind,JANARDAN NAIK,2647,6,2653,9,
2024,Odisha,Dhenkanal,General,Independent,Ind,KAILAS CHANDRA PRADHAN,2205,8,2213,10,
2024,Jharkhand,Dhanbad,General,Samata Party,Other-76,KRISHNA CHANDRA SINGH RAJ,2818,3,2821,13,
2024,Odisha,Dhenkanal,General,None of the Above,NOTA,NOTA,13731,46,13777,4,
2024,Odisha,Bolangir,General,Bharatiya Janata Party,BJP,SANGEETA KUMARI SINGH DEO,614196,3548,617744,1,
2024,Odisha,Bolangir,General,Biju Janata Dal,BJD,SURENDRA SINGH BHOI,483964,1116,485080,2,
2024,Odisha,Bolangir,General,Indian National Congress,INC,MANOJ KUMAR MISHRA,229577,1297,230874,3,
2024,Odisha,Bolangir,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,SUNIL KUMAR BHOI,10334,21,10355,5,
2024,Odisha,Bolangir,General,Bahujan Samaj Party,BSP,JAGADISH CHANDRA BIBHAR,9404,65,9469,6,
2024,Odisha,Bolangir,General,Independent,Ind,BALRAM SINGH YADAV,8637,37,8674,7,
2024,West Bengal,Ghatal,General,Communist Party of India,Other-2,TAPAN GANGULI,74399,509,74908,3,
2024,Odisha,Bolangir,General,Independent,Ind,BALARAM SA,6092,5,6097,9,
2024,Odisha,Bolangir,General,National Apni Party,Other-147,AKSHAYA DISHRI,5465,4,5469,10,
2024,Odisha,Bolangir,General,Ekam Sanatan Bharat Dal,Other-83,RAJESH KUMAR PANDA,3163,7,3170,11,
2024,Odisha,Bolangir,General,None of the Above,NOTA,NOTA,16010,54,16064,4,
2024,Odisha,Kalahandi,General,Bharatiya Janata Party,BJP,MALVIKA DEVI,538535,5768,544303,1,
2024,Odisha,Kalahandi,General,Biju Janata Dal,BJD,LAMBODAR NIAL,408267,2223,410490,2,
2024,Odisha,Kalahandi,General,Indian National Congress,INC,DROUPADI MAJHI,300060,3139,303199,3,
2024,Odisha,Kalahandi,General,Independent,Ind,UMAKANTA TANDI,9180,14,9194,5,
2024,Odisha,Kalahandi,General,Bahujan Samaj Party,BSP,BIRANCHI NARAYAN DURGA,8440,57,8497,6,
2024,Odisha,Kalahandi,General,Independent,Ind,DR. DHARMANANDA GAHIR,7775,36,7811,7,
2024,Odisha,Kalahandi,General,Samajwadi Party,SP,SIBA HATI,7138,30,7168,8,
2024,Odisha,Kalahandi,General,Independent,Ind,RAJARAM SAHU,6712,18,6730,9,
2024,Odisha,Kalahandi,General,Independent,Ind,NARESH HIANLA,6627,14,6641,10,
2024,Odisha,Kalahandi,General,Independent,Ind,GANGADHAR JAL,5547,43,5590,11,
2024,Jharkhand,Ranchi,General,Samata Party,Other-76,HEMNTI DEVI,4069,11,4080,14,
2024,Odisha,Kalahandi,General,None of the Above,NOTA,NOTA,19620,95,19715,4,
2024,Odisha,Nabarangpur,Scheduled Tribe,Bharatiya Janata Party,BJP,BALABHADRA MAJHI,478330,3066,481396,1,
2024,Odisha,Nabarangpur,Scheduled Tribe,Biju Janata Dal,BJD,PRADEEP KUMAR MAJHI,392448,1412,393860,2,
2024,Odisha,Nabarangpur,Scheduled Tribe,Indian National Congress,INC,BHUJABAL MAJHI,302095,1297,303392,3,
2024,Odisha,Nabarangpur,Scheduled Tribe,Socialist Unity Centre Of India (COMMUNIST),Other-35,TRINATH MUNDAGUDIA,20548,11,20559,5,
2024,Odisha,Nabarangpur,Scheduled Tribe,None of the Above,NOTA,NOTA,43240,28,43268,4,
2024,Odisha,Kandhamal,General,Bharatiya Janata Party,BJP,SUKANTA KUMAR PANIGRAHI,413320,3095,416415,1,
2024,Odisha,Kandhamal,General,Biju Janata Dal,BJD,ACHYUTANANDA SAMANTA,393644,1400,395044,2,
2024,Odisha,Kandhamal,General,Indian National Congress,INC,AMIR CHAND NAYAK,143311,1011,144322,3,
2024,Odisha,Kandhamal,General,Manas Lokshakti Dal,Other-127,BHAGIRATHI BALIARSINGH,7329,1,7330,5,
2024,Odisha,Kandhamal,General,Independent,Ind,KANAK MANJARI RATH,5201,4,5205,6,
2024,Odisha,Kandhamal,General,Bahujan Samaj Party,BSP,HARIBANDHU BEHERA,5121,16,5137,7,
2024,Odisha,Kandhamal,General,National Jan Dal,Other-186,SUBASH MOHAPATRA,4133,4,4137,8,
2024,Jharkhand,Hazaribagh,General,Samata Party,Other-76,BHUNESHWAR BEDIYA,2236,28,2264,15,
2024,Odisha,Kandhamal,General,None of the Above,NOTA,NOTA,15691,29,15720,4,
2024,Odisha,Cuttack,General,Bharatiya Janata Party,BJP,BHARTRUHARI MAHTAB,529271,2330,531601,1,
2024,Odisha,Cuttack,General,Biju Janata Dal,BJD,SANTRUPT MISRA,473443,1081,474524,2,
2024,Odisha,Cuttack,General,Indian National Congress,INC,SURESH MOHAPATRA,83461,354,83815,3,
2024,Odisha,Cuttack,General,Bahujan Samaj Party,BSP,PRAMOD KUMAR MALLICK,4461,23,4484,5,
2024,Odisha,Cuttack,General,Independent,Ind,NIRANJAN PATI,4390,6,4396,6,
2024,Odisha,Cuttack,General,Independent,Ind,SOBHA PANDEY,3878,10,3888,7,
2024,Madhya Pradesh,Sagar,General,Samata Party,Other-76,RAM BHJAN BANSAL,3149,4,3153,6,
2024,Odisha,Cuttack,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,RAJAKISHORE MALLIK,3072,3,3075,9,
2024,Odisha,Cuttack,General,Independent,Ind,GOKULANANDA MISHRA,1804,4,1808,10,
2024,Maharashtra,Jalna,General,Samata Party,Other-76,BABASAHEB SANTUKRAO SHELKE,9564,6,9570,5,
2024,Odisha,Cuttack,General,None of the Above,NOTA,NOTA,8130,29,8159,4,
2024,Odisha,Kendrapara,General,Bharatiya Janata Party,BJP,BAIJAYANT PANDA,612916,2789,615705,1,
2024,Odisha,Kendrapara,General,Biju Janata Dal,BJD,ANSHUMAN MOHANTY,547681,1488,549169,2,
2024,Odisha,Kendrapara,General,Indian National Congress,INC,SIDHARTH SWARUP DASH,94595,237,94832,3,
2024,Odisha,Kendrapara,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,SOUBHAGYA KETAN SAMAL,3393,2,3395,5,
2024,Odisha,Kendrapara,General,Bahujan Samaj Party,BSP,SEKHA SADIKA HOSEN,1845,7,1852,6,
2024,Odisha,Kendrapara,General,Akhil Bhartiya Parivar Party,Other-66,SUPRAVA DAS,1559,2,1561,7,
2024,Odisha,Kendrapara,General,Independent,Ind,SRIRAM PANDEY,1397,2,1399,8,
2024,Odisha,Kendrapara,General,Independent,Ind,SANTOSH KUMAR PATRA,1370,3,1373,9,
2024,Odisha,Kendrapara,General,Independent,Ind,PRATAP CHANDRA MOHANTY,1088,7,1095,10,
2024,Odisha,Kendrapara,General,Odisha Janata Party,Other-433,PRANGYAN PRAKASH MOHAPATRA,910,2,912,11,
2024,Odisha,Kendrapara,General,None of the Above,NOTA,NOTA,5807,8,5815,4,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Bharatiya Janata Party,BJP,BIBHU PRASAD TARAI,585672,3421,589093,1,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Biju Janata Dal,BJD,DR. RAJASHREE MALLICK,546443,1954,548397,2,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Indian National Congress,INC,RABINDRA KUMAR SETHY,122875,695,123570,3,
2024,West Bengal,Medinipur,General,Communist Party of India,Other-2,BIPLAB BHATTA,57345,440,57785,3,
2024,Tamil Nadu,Vellore,General,Ganasangam Party of India,Other-244,V KALIAPERUMAL,594,6,600,20,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Bahujan Samaj Party,BSP,BIBHUTI BHUSAN MAJHI,2718,22,2740,7,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Socialist Unity Centre Of India (COMMUNIST),Other-35,MAHESWAR DAS,2374,10,2384,8,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Independent,Ind,SANKAR DAS,1476,12,1488,9,
2024,Maharashtra,Mumbai North,General,Samata Party,Other-76,RAVI BABU GAVLI,447,3,450,16,
2024,Odisha,Jagatsinghpur,Scheduled Caste,Independent,Ind,ARJUNA CHARAN BEHERA,758,8,766,11,
2024,Maharashtra,Ahmednagar,General,Samata Party,Other-76,BHAGWAT DHONDIBA GAIKWAD,4941,3,4944,6,
2024,Odisha,Jagatsinghpur,Scheduled Caste,None of the Above,NOTA,NOTA,4852,30,4882,5,
2024,Odisha,Puri,General,Bharatiya Janata Party,BJP,SAMBIT PATRA,625372,3958,629330,1,
2024,Odisha,Puri,General,Biju Janata Dal,BJD,ARUP MOHAN PATNAIK,523036,1585,524621,2,
2024,Odisha,Puri,General,Indian National Congress,INC,JAYANARAYAN PATTANAYAK,24066,276,24342,3,
2024,Odisha,Puri,General,Bahujan Samaj Party,BSP,SANTANU KUMAR DAS,3918,11,3929,5,
2024,Odisha,Puri,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,SUBASH CHANDRA BHOI,3257,9,3266,6,
2024,Odisha,Puri,General,Independent,Ind,SOBHA PANDEY,2212,17,2229,7,
2024,Odisha,Puri,General,Independent,Ind,DILLIP KUMAR BARAL,1605,6,1611,8,
2024,Odisha,Puri,General,None of the Above,NOTA,NOTA,7568,42,7610,4,
2024,Odisha,Bhubaneswar,General,Bharatiya Janata Party,BJP,APARAJITA SARANGI,509567,2952,512519,1,
2024,Odisha,Bhubaneswar,General,Biju Janata Dal,BJD,MANMATH KUMAR ROUTRAY,475990,1377,477367,2,
2024,Odisha,Bhubaneswar,General,Indian National Congress,INC,SYED YASHIR NAWAZ,66045,317,66362,3,
2024,Odisha,Bhubaneswar,General,Communist Party of India (Marxist),CPI-M,SURESH CHANDRA PANIGRAHY,4134,14,4148,5,
2024,Odisha,Bhubaneswar,General,Independent,Ind,HULAS SENAPATI,2248,3,2251,6,
2024,Odisha,Bhubaneswar,General,Independent,Ind,KISHOR KUMAR SUTAR,2202,1,2203,7,
2024,Odisha,Bhubaneswar,General,Independent,Ind,SUDHANSU SEKHAR DAS,1751,7,1758,8,
2024,Odisha,Bhubaneswar,General,Independent,Ind,SANTOSH KUMAR MISHRA,1738,6,1744,9,
2024,Odisha,Bhubaneswar,General,Odisha Janata Party,Other-433,SANGEETA PATTANAIK,1528,2,1530,10,
2024,Maharashtra,Shirdi,Scheduled Caste,Samata Party,Other-76,BHARAT SAMBHAJI BHOSLE,3395,8,3403,9,
2024,Odisha,Bhubaneswar,General,Supreme Zero Party of Bharat,Other-552,SANTILATA ROUT,1437,4,1441,12,
2024,Odisha,Bhubaneswar,General,Bharatiya Bikash Parishad,Other-383,NATABAR MAHARANA,1080,7,1087,13,
2024,Odisha,Bhubaneswar,General,None of the Above,NOTA,NOTA,8261,41,8302,4,
2024,Odisha,Aska,General,Bharatiya Janata Party,BJP,ANITA SUBHADARSHINI,493032,1194,494226,1,
2024,Odisha,Aska,General,Biju Janata Dal,BJD,RANJITA SAHU,393759,493,394252,2,
2024,Odisha,Aska,General,Indian National Congress,INC,DEBAKANTA SARMA,75108,147,75255,3,
2024,Odisha,Aska,General,Independent,Ind,SANJAYA KUMAR BISHOYI,11234,6,11240,5,
2024,Odisha,Aska,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,PAPUNU SAHU,8671,2,8673,6,
2024,Odisha,Aska,General,Sanatan Sanskriti Raksha Dal,Other-208,PITABAS SAHU,6888,-,6888,7,
2024,Odisha,Aska,General,Bahujan Samaj Party,BSP,BRUNDABANA NAHAK,5430,9,5439,8,
2024,Odisha,Aska,General,None of the Above,NOTA,NOTA,21925,16,21941,4,
2024,Odisha,Berhampur,General,Bharatiya Janata Party,BJP,DR. PRADEEP KUMAR PANIGRAHY,510585,2517,513102,1,
2024,Odisha,Berhampur,General,Biju Janata Dal,BJD,BHRUGU BAXIPATRA,346780,846,347626,2,
2024,Odisha,Berhampur,General,Indian National Congress,INC,RASMI RANJAN PATNAIK,129096,648,129744,3,
2024,Odisha,Berhampur,General,Independent,Ind,V CHANDRA SHEKHAR,8376,3,8379,5,
2024,Odisha,Berhampur,General,Bahujan Samaj Party,BSP,BHASKAR CHAUDHORY,5198,13,5211,6,
2024,Odisha,Berhampur,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,SOMANATH BEHERA,5121,14,5135,7,
2024,Odisha,Berhampur,General,Independent,Ind,SIRIN TAMMANA,5069,9,5078,8,
2024,Odisha,Berhampur,General,Naba Bharata Nirmana Seva Party,Other-136,BOMMALI KANTA RAO,4190,11,4201,9,
2024,Odisha,Berhampur,General,Independent,Ind,RAM SANKAR SATAPATHY,3869,2,3871,10,
2024,Odisha,Berhampur,General,Bharatiya Bikash Parishad,Other-383,RAJENDRA DALABEHERA,2335,8,2343,11,
2024,Odisha,Berhampur,General,All India Forward Bloc,Other-47,SANTOSH KUMAR SAHU,2284,7,2291,12,
2024,Odisha,Berhampur,General,None of the Above,NOTA,NOTA,15903,39,15942,4,
2024,Odisha,Koraput,Scheduled Tribe,Indian National Congress,INC,SAPTAGIRI SANKAR ULAKA,469295,2098,471393,1,
2024,Odisha,Koraput,Scheduled Tribe,Biju Janata Dal,BJD,KAUSALYA HIKAKA,322797,852,323649,2,
2024,Odisha,Koraput,Scheduled Tribe,Bharatiya Janata Party,BJP,KALIRAM MAJHI,230792,1722,232514,3,
2024,Odisha,Koraput,Scheduled Tribe,Bahujan Samaj Party,BSP,DAMINI JANI,15373,54,15427,5,
2024,Odisha,Koraput,Scheduled Tribe,Communist Party of India (Marxist-Leninist) (Liberation),Other-9,PRAKASH HIKAKA,14847,5,14852,6,
2024,Odisha,Koraput,Scheduled Tribe,Independent,Ind,LASU HANTAL,14362,11,14373,7,
2024,Odisha,Koraput,Scheduled Tribe,Independent,Ind,RAGHUMANI GOMANGO,10528,12,10540,8,
2024,Odisha,Koraput,Scheduled Tribe,Independent,Ind,ABINASH GOMANGO,10258,16,10274,9,
2024,Odisha,Koraput,Scheduled Tribe,Naba Bharata Nirmana Seva Party,Other-136,SUMAN KANTA,8386,10,8396,10,
2024,Odisha,Koraput,Scheduled Tribe,Republican Party of India (A),Other-88,SANTOSH KUMAR BIDIKA,5413,2,5415,11,
2024,Odisha,Koraput,Scheduled Tribe,Socialist Unity Centre Of India (COMMUNIST),Other-35,PRAMILA PUJARI,4866,12,4878,12,
2024,Odisha,Koraput,Scheduled Tribe,None of the Above,NOTA,NOTA,37106,25,37131,4,
2024,Puducherry,Puducherry,General,Indian National Congress,INC,VE VAITHILINGAM,424292,1713,426005,1,
2024,Puducherry,Puducherry,General,Bharatiya Janata Party,BJP,A NAMASSIVAYAM,288050,1439,289489,2,
2024,Puducherry,Puducherry,General,Naam Tamilar Katchi,Other-1,R MENAGA,39545,58,39603,3,
2024,Puducherry,Puducherry,General,All India Anna Dravida Munnetra Kazhagam,AIADMK,G THAMIZHVENDAN,25059,106,25165,4,
2024,Puducherry,Puducherry,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,P SANKARAN,2057,9,2066,6,
2024,Puducherry,Puducherry,General,Independent,Ind,ARADADI POSIYYA,1540,6,1546,7,
2024,Puducherry,Puducherry,General,Bahujan Samaj Party,BSP,D ALANGARAVELU,1534,6,1540,8,
2024,Puducherry,Puducherry,General,Independent,Ind,K KISHORKUMAR,1240,6,1246,9,
2024,Puducherry,Puducherry,General,Independent,Ind,KOLLANJIAPPAN,1198,1,1199,10,
2024,Puducherry,Puducherry,General,Independent,Ind,M MANIKANDAN,1130,3,1133,11,
2024,Puducherry,Puducherry,General,Independent,Ind,M KRISHNAMURTHY,1052,19,1071,12,
2024,Puducherry,Puducherry,General,United Republican Party of India,Other-187,K PRABHU DEVAN,981,8,989,13,
2024,Puducherry,Puducherry,General,Independent,Ind,S BAKTHAVATCHALAM,923,1,924,14,
2024,Puducherry,Puducherry,General,Independent,Ind,S SATHISH KUMAR,842,4,846,15,
2024,Puducherry,Puducherry,General,Independent,Ind,COUTTANE ALIAS DHIVANEEDHE,819,3,822,16,
2024,Puducherry,Puducherry,General,Independent,Ind,E ANANTHAVEL,771,5,776,17,
2024,Puducherry,Puducherry,General,Independent,Ind,S KALA,593,33,626,18,
2024,Puducherry,Puducherry,General,Independent,Ind,P RAJAN,545,2,547,19,
2024,Puducherry,Puducherry,General,Independent,Ind,NIRMALA G,474,1,475,20,
2024,Puducherry,Puducherry,General,Independent,Ind,K ARUNACHALAM,403,2,405,21,
2024,Puducherry,Puducherry,General,Independent,Ind,K RAMADASS,368,4,372,22,
2024,Puducherry,Puducherry,General,Independent,Ind,R RAJA,326,5,331,23,
2024,Puducherry,Puducherry,General,Independent,Ind,D RAVINDIRAN,305,2,307,24,
2024,Puducherry,Puducherry,General,Independent,Ind,S MASCO,248,6,254,25,
2024,Puducherry,Puducherry,General,Independent,Ind,V P MANICKAM,242,2,244,26,
2024,Puducherry,Puducherry,General,Independent,Ind,M MURUGAN,196,-,196,27,
2024,Puducherry,Puducherry,General,None of the Above,NOTA,NOTA,9756,7,9763,5,
2024,Punjab,Gurdaspur,General,Indian National Congress,INC,SUKHJINDER SINGH RANDHAWA,361713,2330,364043,1,
2024,Punjab,Gurdaspur,General,Bharatiya Janata Party,BJP,DINESH SINGH BABBU,278701,2481,281182,2,
2024,Punjab,Gurdaspur,General,Aam Aadmi Party,AAP,AMANSHER SINGH (SHERY KALSI),275416,1836,277252,3,
2024,Punjab,Gurdaspur,General,Shiromani Akali Dal,Other-8,DR. DALJIT SINGH CHEEMA,85194,306,85500,4,
2024,Punjab,Gurdaspur,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,GURINDER SINGH BAJWA,25425,340,25765,5,
2024,Punjab,Gurdaspur,General,Independent,Ind,SANT SEWAK,5950,2,5952,6,
2024,Punjab,Gurdaspur,General,Bahujan Samaj Party,BSP,RAJ KUMAR,4859,71,4930,7,
2024,Punjab,Gurdaspur,General,Independent,Ind,SANTOSH KAUR,4733,5,4738,8,
2024,Punjab,Gurdaspur,General,Independent,Ind,SAMUEL SONI,4427,13,4440,9,
2024,Punjab,Gurdaspur,General,Independent,Ind,SURJIT SINGH,3372,1,3373,10,
2024,Punjab,Gurdaspur,General,Independent,Ind,SANJEEV SINGH,2172,6,2178,12,
2024,Punjab,Gurdaspur,General,Independent,Ind,SURINDER SINGH,1775,7,1782,13,
2024,Punjab,Gurdaspur,General,Independent,Ind,GURPREET KAUR BAJWA,1688,21,1709,14,
2024,Punjab,Gurdaspur,General,Independent,Ind,SANJEEV MANHAS,1634,1,1635,15,
2024,Punjab,Gurdaspur,General,Independent,Ind,ROBI MASIH,1509,2,1511,16,
2024,Punjab,Gurdaspur,General,Megh Desham Party,Other-580,SANTOSH KUMARI,1171,23,1194,17,
2024,Punjab,Gurdaspur,General,Bharatheeya Jawan Kisan Party,Other-71,RAMESH KUMAR TOLLA,1085,13,1098,18,
2024,Punjab,Gurdaspur,General,Independent,Ind,AMIT AGGARWAL,920,4,924,19,
2024,Punjab,Gurdaspur,General,Independent,Ind,TARSEM MASIH SAHOTA,878,7,885,20,
2024,Punjab,Gurdaspur,General,Independent,Ind,TILAK RAJ,802,3,805,21,
2024,Punjab,Gurdaspur,General,Jan Sewa Driver Party,Other-214,RANJODH SINGH,776,13,789,22,
2024,Punjab,Gurdaspur,General,Independent,Ind,I.S.GULATI,696,3,699,23,
2024,Punjab,Gurdaspur,General,National Republic Party Of India,Other-668,RAMESH LAL,653,4,657,24,
2024,Punjab,Gurdaspur,General,Independent,Ind,JAGDISH MASIH,545,1,546,25,
2024,Punjab,Gurdaspur,General,Bhartiya Rashtriya Dal,Other-176,JATINDER KUMAR SHARMA,456,5,461,26,
2024,Punjab,Gurdaspur,General,Nationalist Justice Party,Other-233,DARBARA SINGH,415,9,424,27,
2024,Punjab,Gurdaspur,General,None of the Above,NOTA,NOTA,3289,65,3354,11,
2024,Punjab,Amritsar,General,Indian National Congress,INC,GURJEET SINGH AUJLA,254414,767,255181,1,
2024,Punjab,Amritsar,General,Aam Aadmi Party,AAP,KULDEEP SINGH DHALIWAL,214268,612,214880,2,
2024,Punjab,Amritsar,General,Bharatiya Janata Party,BJP,TARANJIT SINGH SANDHU SAMUNDRI,206832,373,207205,3,
2024,Punjab,Amritsar,General,Shiromani Akali Dal,Other-8,ANIL JOSHI,162686,210,162896,4,
2024,Punjab,Amritsar,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,EMAAN SINGH MANN,26584,212,26796,5,
2024,Punjab,Amritsar,General,Independent,Ind,SATBIR SINGH JAMMU,3394,5,3399,7,
2024,Punjab,Amritsar,General,Bahujan Samaj Party,BSP,VISHAL SIDHU,2713,20,2733,8,
2024,Tamil Nadu,Dharmapuri,General,Ganasangam Party of India,Other-244,ELAYARANI. P.,2301,14,2315,10,
2024,Punjab,Amritsar,General,Independent,Ind,SHARANJIT KAUR,2456,4,2460,10,
2024,Punjab,Amritsar,General,Independent,Ind,AMANPREET SINGH MAHADIPUR,2353,9,2362,11,
2024,Punjab,Amritsar,General,Independent,Ind,GURINDER SINGH SABHI GILL,2124,5,2129,12,
2024,Punjab,Amritsar,General,Independent,Ind,SAHIB SINGH,1987,1,1988,13,
2024,Punjab,Amritsar,General,Independent,Ind,SHAMSHER SINGH SHERA,1504,3,1507,14,
2024,Punjab,Amritsar,General,Independent,Ind,SHAM LAL GANDHI,1487,-,1487,15,
2024,Punjab,Amritsar,General,Aas Punjab Party,Other-239,LOVEPREET SHARMA,1372,3,1375,16,
2024,Punjab,Amritsar,General,Independent,Ind,MASTER HARJINDER PAL,1358,-,1358,17,
2024,Punjab,Amritsar,General,Independent,Ind,JASPAL MASIH,1223,4,1227,18,
2024,Punjab,Amritsar,General,Independent,Ind,RESHAM SINGH,1130,3,1133,19,
2024,Punjab,Amritsar,General,Independent,Ind,BAL KRISHAN SHARMA,1106,1,1107,20,
2024,Punjab,Amritsar,General,Independent,Ind,SIMRANPREET SINGH,1104,2,1106,21,
2024,Punjab,Amritsar,General,Aam Janta Party (India),Other-156,NARINDER KAUR,1064,33,1097,22,
2024,Punjab,Amritsar,General,Shiromani Lok Dal Party,Other-603,DILDAR MASIH,1042,2,1044,23,
2024,Punjab,Amritsar,General,Independent,Ind,RAJINDER KUMAR SHARMA,899,1,900,24,
2024,Punjab,Amritsar,General,Independent,Ind,BALWINDER SINGH,854,3,857,25,
2024,Punjab,Amritsar,General,Republican Party of India (Athawale),Other-60,GURPREET SINGH RATTAN,735,3,738,26,
2024,Punjab,Amritsar,General,Sacho Sach Party,Other-670,DR RAMESH KUMAR,650,2,652,27,
2024,Punjab,Amritsar,General,Independent,Ind,GAGANDEEP,608,2,610,28,
2024,Punjab,Amritsar,General,Independent,Ind,PRITHVI PAL,434,-,434,29,
2024,Punjab,Amritsar,General,Independent,Ind,NEELAM,404,5,409,30,
2024,Punjab,Amritsar,General,Independent,Ind,DILBAGH SINGH,388,3,391,31,
2024,Punjab,Amritsar,General,None of the Above,NOTA,NOTA,3685,29,3714,6,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,AMRITPAL SINGH,402600,1830,404430,1,
2024,Punjab,Khadoor Sahib,General,Indian National Congress,INC,KULBIR SINGH ZIRA,206286,1024,207310,2,
2024,Punjab,Khadoor Sahib,General,Aam Aadmi Party,AAP,LALJIT SINGH BHULLAR,194160,676,194836,3,
2024,Punjab,Khadoor Sahib,General,Shiromani Akali Dal,Other-8,VIRSA SINGH VALTOHA,86291,125,86416,4,
2024,Punjab,Khadoor Sahib,General,Bharatiya Janata Party,BJP,MANJIT SINGH MANNA,85810,563,86373,5,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,PARAMJIT SINGH,12522,3,12525,6,
2024,Punjab,Khadoor Sahib,General,Aas Punjab Party,Other-239,CHAIN SINGH BAINKA,6728,11,6739,7,
2024,Punjab,Khadoor Sahib,General,Bahujan Samaj Party,BSP,SATNAM SINGH,5021,45,5066,8,
2024,Punjab,Khadoor Sahib,General,Independent,Ind,SARABJIT SINGH,4835,1,4836,9,
2024,Tamil Nadu,Namakkal,General,Ganasangam Party of India,Other-244,RAVIKUMAR P,633,4,637,25,
